id,quality,description,total_attr_value,total_sum,monster_id,mintmark_class
40767,5,征战之意志S,40 27 0 27 23 96,213,,14
40768,5,征战之奥法S,0 25 53 25 25 76,204,,14
40769,5,征战之神盾S,27 37 0 37 24 85,210,,14
40770,5,重生之翼专属全能刻印S,50 25 0 25 25 95,220,2987,
40771,5,云羽天灵专属全能刻印,0 22 28 22 24 68,164,3244,
40772,5,芬里尔专属全能刻印,28 18 0 18 23 68,155,3245,
40773,5,妖王·斯内普专属全能刻印,0 22 28 22 24 65,161,3246,
40774,5,纱娜专属全能刻印,0 25 32 25 24 73,179,3247,
40775,5,黄金圣龙王专属全能刻印S,24 24 0 24 21 65,158,3248,
40776,5,万邪妖皇兰蒂斯专属全能刻印,0 23 32 23 24 73,175,3249,
40777,5,妖王·吉罗德专属全能刻印,28 18 0 18 23 68,155,3251,
40778,5,阴摩罗专属全能刻印,0 23 28 23 23 65,162,3252,
40779,5,弥卡尔专属全能刻印,32 25 0 25 25 72,179,3253,
40780,5,炽刃·佐罗专属全能刻印,24 23 0 23 22 68,160,3254,
40781,5,圣辉·达赫迪专属全能刻印,28 23 0 23 23 69,166,3255,
40782,5,天尊龙帝专属全能刻印,32 23 0 23 24 72,174,3256,
40783,5,秘之无踪S,0 21 50 21 28 100,220,,12
40784,5,风之轻灵S,45 25 0 25 35 90,220,,12
40785,5,暮瑶专属全能刻印,0 18 28 18 22 65,151,3260,
40786,5,诶西斯专属全能刻印,0 19 25 19 20 65,148,3259,
40787,5,邪冥龙帝专属全能刻印,28 18 0 18 23 68,155,3262,
40788,5,暗影极夜•诺伊尔顿专属全能刻印,32 25 0 25 24 73,179,3261,
40789,5,暮瑶专属全能刻印S,0 18 28 18 22 65,151,3260,
40790,5,暗魇圣瞳·魔眼凯兮专属全能刻印,0 25 32 25 24 73,179,3263,
40791,5,迪博斯坦专属全能刻印,25 22 0 22 23 68,160,3264,
40792,5,烈焰·瑞德尔专属全能刻印,25 22 0 22 23 68,160,3265,
40793,5,克劳蒂雅专属全能刻印,32 25 0 25 24 73,179,3267,
40794,5,暗地魔影•格莱奥丹专属全能刻印,32 25 0 25 24 73,179,3268,
40795,5,寒凌专属全能刻印,0 18 22 18 22 68,148,3269,
40796,5,极地·沃德斯特专属全能刻印,25 22 0 22 23 68,160,3271,
40797,5,暗雷天闪·伊修兰迪专属全能刻印,32 25 0 25 24 73,179,3273,
40798,5,飓风·布克鸟专属全能刻印,25 22 0 22 23 68,160,3275,
40799,5,灵尊·斯凯尔专属全能刻印,32 24 0 24 24 73,177,3276,
40800,5,三叶专属全能刻印,0 23 28 23 23 68,165,3277,
40801,5,天耀辉神·阿波罗专属全能刻印,30 24 0 24 24 73,175,3279,
40802,5,泰坦之力,41 28 0 28 27 65,189,,17
40803,5,泰坦之心,21 43 0 43 22 68,197,,17
40804,5,泰坦之光,0 43 21 43 22 68,197,,17
40805,5,泰坦之魂,0 28 41 28 27 65,189,,17
40806,5,德罗西尼专属全能刻印,25 18 0 18 22 65,148,3280,
40807,5,冬寒梅隐专属全能刻印,0 22 23 22 21 65,153,3281,
40808,5,冬寒梅隐专属全能刻印S,0 22 23 22 21 65,153,3281,
40809,5,弑魂·青龙专属全能刻印,0 25 30 25 24 75,179,3282,
40810,5,戴斯威尔专属全能刻印,28 23 0 23 23 68,165,3283,
40811,5,泰勒斯特专属全能刻印,25 18 0 18 22 65,148,3284,
40812,5,天灾·白虎专属全能刻印,32 25 0 25 24 73,179,3285,
40813,5,大帝·凯尔凡专属全能刻印,0 20 28 20 23 68,159,3286,
40814,5,绝暗专属全能刻印,0 25 30 25 24 75,179,3288,
40815,5,天苍玄魂·青龙专属全能刻印,0 25 50 25 20 100,220,3289,
40816,5,征东将军·张辽专属全能刻印,28 22 0 22 24 68,164,3290,
40817,5,苍魂之魄,0 29 35 29 22 130,245,,18
40818,5,阳•利刃,35 14 0 14 22 55,140,,8
40824,5,极厄·玄武专属全能刻印,28 28 0 28 22 73,179,3292,
40825,5,女皇·阿克希亚专属全能刻印,0 23 30 23 23 72,171,3293,
40826,5,圣诞雪姬专属全能刻印,0 23 32 23 23 73,174,3294,
40827,5,海之浩瀚S,0 24 50 24 27 95,220,,12
40828,5,素白清风S,0 18 22 18 20 68,146,,13
40829,5,靛青罗刹S,0 20 22 20 21 65,148,,13
40830,5,玄黑混元S,18 18 0 18 18 75,147,,13
40831,5,怒炎赤火S,23 25 0 25 20 60,153,,13
40832,5,盏金轩辕S,25 20 0 20 18 68,151,,13
40833,5,瀚宇星皇专属全能刻印,50 30 0 30 30 90,230,3291,
40834,5,暗烬·朱雀专属全能刻印,0 25 32 25 24 73,179,3296,
40835,5,希望号专属全能刻印,29 23 0 23 24 69,168,3297,
40836,5,圣虎光灵专属全能刻印,28 20 0 20 23 68,159,3298,
40837,5,伊森德雷专属全能刻印,24 23 0 23 22 66,158,3299,
40838,5,伊森德雷专属全能刻印S,24 23 0 23 22 66,158,3299,
40839,5,洛兰夏尔专属全能刻印,0 22 32 22 24 73,173,3300,
40840,5,圣尊啸傲·白虎专属全能刻印,55 25 0 25 30 90,225,3301,
40841,5,炎魔之王专属全能刻印,30 23 0 23 24 74,174,3302,
40842,5,灵兽·萨尔蒙专属全能刻印,28 23 0 23 24 68,166,3303,
40843,5,天尊之灵,56 34 0 34 28 93,245,,18
40844,5,灵宫圣威•萨尔蒙专属全能刻印,30 24 0 24 24 73,175,3304,
40845,5,贞德专属全能刻印,32 23 0 23 24 72,174,3305,
40846,5,逆势麒麟专属全能刻印,32 25 0 25 24 73,179,3307,
40847,5,万世北溟·玄武专属全能刻印,30 35 0 35 20 100,220,3308,
40848,5,鱼龙帝王专属全能刻印,0 24 32 24 25 74,179,3309,
40849,5,天火麒麟专属全能刻印,32 24 0 24 25 74,179,3310,
40850,5,圣光灵神专属全能刻印,50 25 0 25 30 95,225,3311,
40851,5,魔君索伦森专属全能刻印,0 30 50 30 30 90,230,3312,
40852,5,福兽天禄专属全能刻印,30 22 0 22 24 72,170,3313,
40853,5,财多多专属全能刻印,28 22 0 22 23 68,163,3314,
40854,5,麒麟圣辉,51 29 0 29 33 103,245,,18
40855,5,魔君暗舞,0 34 56 34 28 93,245,,73
40856,5,圣灵之章,23 40 0 40 30 100,233,,19
40857,5,皇权之印,60 30 0 30 35 80,235,,19
40858,5,飞升之翎,53 25 0 25 40 90,233,,19
40859,5,圣光麒麟专属全能刻印,45 30 0 30 35 90,230,3315,
40860,5,瓦特艾沃专属全能刻印,28 24 0 24 25 69,170,3316,
40861,5,泰坦之力α,45 28 0 28 33 86,220,,17
40862,5,泰坦之心α,25 43 0 43 28 81,220,,17
40863,5,泰坦之光α,0 43 25 43 28 81,220,,17
40864,5,泰坦之魂α,0 28 45 28 33 86,220,,17
40865,5,宝象灵尊专属全能刻印,32 24 0 24 25 73,178,3317,
40866,5,炽羽炎凰·朱雀专属全能刻印,0 25 50 25 30 90,220,3318,
40867,5,莉亚德琳专属全能刻印,25 23 0 23 22 65,158,3319,
40868,5,莉亚德琳专属全能刻印S,25 23 0 23 22 65,158,3319,
40869,5,茉蕊儿专属全能刻印,0 26 32 26 23 75,182,3322,
40870,5,艾丽桑专属全能刻印,0 22 32 22 24 73,173,3324,
40871,5,雪慕专属全能刻印,0 26 30 26 24 74,180,3325,
40872,5,繁盛灵兽王专属全能刻印,0 25 32 25 24 73,179,3326,
40873,5,霜焱圣君专属全能刻印,32 24 0 24 25 73,178,3327,
40874,5,圣王·萨格罗斯专属全能刻印,50 30 0 30 30 90,230,3328,
40875,5,六界帝神专属全能刻印,32 24 0 24 25 75,180,3329,
40876,5,玄天神武专属全能刻印,25 23 0 23 20 68,159,3330,
40877,5,北冥之甲,34 45 0 45 22 99,245,,18
40878,5,炽凰火羽,0 34 45 34 38 93,244,,18
40879,5,奥斯里安专属全能刻印,24 23 0 23 22 66,158,3331,
40880,5,奥斯里安专属全能刻印S,24 23 0 23 22 66,158,3331,
40881,5,恶灵魅影专属全能刻印,0 23 32 23 24 73,175,3332,
40882,5,格拉斯专属全能刻印,26 23 0 23 24 65,161,3333,
40883,5,特拉维斯专属全能刻印,32 22 0 22 24 73,173,3334,
40884,5,菲格利亚专属全能刻印,26 22 0 22 24 65,159,3335,
40885,5,伽罗八部,0 20 30 20 25 70,165,,20
40886,5,太玄九天,30 20 0 20 25 70,165,,20
40887,5,地狱魔龙兽专属全能刻印,32 25 0 25 24 75,181,3336,
40888,5,弗雷尔专属全能刻印,25 23 0 23 23 65,159,3337,
40889,5,欧德奈瑞专属全能刻印,32 26 0 26 24 74,182,3340,
40890,5,芊芊专属全能刻印,0 25 32 25 24 74,180,3341,
40891,5,阴冥妖姬专属全能刻印,32 24 0 24 25 75,180,3343,
40892,5,蕾拉专属全能刻印,32 23 0 23 24 72,174,3345,
40893,5,天玄界皇专属全能刻印,32 23 0 23 24 72,174,3346,
40894,5,凡之净明,45 30 0 30 33 85,223,,12
40895,5,金银魔神专属全能刻印,32 23 0 23 24 74,176,3347,
40896,5,洛英冰姬专属全能刻印,0 25 32 25 25 73,180,3348,
40897,5,瀚海界皇专属全能刻印,0 23 32 23 24 72,174,3350,
40898,5,科罗克娜专属全能刻印,30 24 0 24 23 73,174,3351,
40899,5,灭世主专属全能刻印,32 25 0 25 24 75,181,3352,
40900,5,莫妮卡专属全能刻印,0 25 32 25 24 75,181,3355,
40901,5,圣世之光·奥尔德专属全能刻印,0 26 32 26 24 77,185,3356,
40902,5,伊基塔专属全能刻印,25 22 0 22 24 65,158,3357,
40903,5,伊基塔专属全能刻印S,25 22 0 22 24 65,158,3357,
40904,5,异天霸君专属全能刻印,0 24 34 24 25 75,182,3358,
40905,5,地葬界皇专属全能刻印,0 24 31 24 23 72,174,3359,
40906,5,修寂专属全能刻印,32 23 0 23 24 73,175,3360,
40907,5,炎龙圣帝专属全能刻印,32 24 0 24 25 75,180,3361,
40908,5,异域魂王专属全能刻印,32 25 0 25 24 74,180,3362,
40909,5,月刃舞姬专属全能刻印,32 24 0 24 24 73,177,3363,
40910,2,衡·生机,0 55 0 0 0 110,165,,21
40911,2,衡·幻梦,0 0 75 65 0 0,140,,21
40912,3,游骑兵徽记,45 0 0 0 20 85,150,,21
40913,2,衡·生灵,0 0 0 55 0 110,165,,21
40914,2,衡·巡游,75 65 0 0 0 0,140,,21
40915,3,魔导士徽记,0 0 45 0 20 85,150,,21
40916,2,衡·巨刃,55 0 0 0 0 110,165,,21
40917,2,衡·飓风,0 0 0 0 30 110,140,,21
40918,3,角斗士徽记,0 50 0 50 0 50,150,,21
40919,2,衡·聚魂,0 0 55 0 0 110,165,,21
40920,2,衡·守望,0 70 0 70 0 0,140,,21
40921,3,拾荒者徽记,50 0 50 0 0 50,150,,21
40922,4,熠·奋威,40 30 0 30 0 75,175,,21
40923,4,熠·精策,0 30 40 30 0 75,175,,21
40924,4,熠·奔袭,40 35 0 0 20 70,165,,21
40925,4,熠·合纵,0 0 40 35 20 70,165,,21
40926,5,暗翼魂王专属全能刻印,32 25 0 25 24 74,180,3364,
40927,5,大力牛魔王专属全能刻印,32 23 0 23 25 75,178,3365,
40928,5,伽尔专属全能刻印,32 22 0 22 24 73,173,3366,
40929,5,混沌界皇专属全能刻印,32 23 0 23 24 72,174,3367,
40930,5,砂忍·越马专属全能刻印,24 23 0 23 22 65,157,3369,
40931,5,列奥尼达专属全能刻印,32 25 0 25 24 75,181,3372,
40932,5,神火炎刃专属全能刻印,30 24 0 24 24 72,174,3373,
40933,5,无烬魂王专属全能刻印,0 25 32 25 24 74,180,3374,
40934,5,不死魂王专属全能刻印,0 25 32 25 23 75,180,3375,
40935,5,大梵天王专属全能刻印,32 24 0 24 25 75,180,3376,
40936,5,卡曼专属全能刻印,0 23 28 23 24 62,160,3377,
40937,5,卡曼专属全能刻印S,0 23 28 23 24 62,160,3377,
40938,5,阿尔蒂克专属全能刻印,0 27 33 27 25 78,190,3378,
40939,5,伊西斯专属全能刻印,0 22 32 22 24 73,173,3379,
40940,5,火之狂野S,50 35 0 35 20 80,220,,12
40941,5,光之辉煌S,0 31 55 31 23 80,220,,12
40942,5,冰之严寒S,55 24 0 24 22 95,220,,12
40943,5,龙之狂猛S,0 35 35 35 25 90,220,,12
40944,5,空之轨迹S,55 31 0 31 18 85,220,,12
40945,5,泰坦之力αS,45 28 0 28 33 86,220,,17
40946,5,泰坦之心αS,25 43 0 43 28 81,220,,17
40947,5,泰坦之光αS,0 43 25 43 28 81,220,,17
40948,5,泰坦之魂αS,0 28 45 28 33 86,220,,17
40949,5,钢之狂威S,0 25 50 25 30 90,220,,12
40950,5,钢之不摧S,0 35 40 35 25 90,225,,12
40951,5,钢之云霄S,0 25 50 25 35 85,220,,12
40952,5,凡之净明S,45 30 0 30 33 85,223,,12
40953,5,莉尔专属全能刻印,0 23 32 23 24 73,175,3380,
40954,5,极速机甲专属全能刻印,0 24 32 24 26 75,181,3381,
40955,5,天道魂帝专属全能刻印,32 25 0 25 25 75,182,3382,
40956,5,无限自由专属全能刻印,33 24 0 24 25 78,184,3383,
40957,5,爆破先锋专属全能刻印,0 18 24 18 22 64,146,3384,
40958,5,步练师专属全能刻印,0 24 32 24 24 73,177,3385,
40959,5,坚壁机甲专属全能刻印,0 27 30 27 23 74,181,3386,
40960,5,瑞泽专属全能刻印,0 22 32 22 24 73,173,3387,
40961,5,昔兰尼加专属全能刻印,32 24 0 24 25 75,180,3388,
40962,5,费德约克专属全能刻印,0 25 30 25 24 76,180,3389,
40963,5,毁灭机甲专属全能刻印,0 24 34 24 25 74,181,3390,
40964,5,黎凡特专属全能刻印,32 24 0 24 25 75,180,3391,
40965,5,混沌魔使专属全能刻印,32 25 0 25 25 75,182,3392,
40966,5,马尔修斯专属全能刻印,0 26 34 26 26 76,188,3393,
40967,5,赛柯专属全能刻印,0 23 32 23 24 75,177,3395,
40968,5,灾厄女神潘多拉专属全能刻印,0 24 32 24 26 76,182,3396,
40969,5,九霄雷神专属全能刻印,32 24 0 24 24 75,179,3397,
40970,5,馨幻专属全能刻印,30 23 0 23 24 75,175,3398,
40971,5,阿娅专属全能刻印,26 22 0 22 23 68,161,3399,
40972,5,安琪拉专属全能刻印,0 22 32 22 24 73,173,3400,
40973,5,珂莱蒂尔专属全能刻印,28 23 0 23 24 62,160,3401,
40974,5,珂莱蒂尔专属全能刻印S,28 23 0 23 24 62,160,3401,
40975,5,夜魔龙御专属全能刻印,30 24 0 24 24 77,179,3402,
40976,5,艾丽娅专属全能刻印,30 23 0 23 23 72,171,3403,
40977,5,帝皇之钺专属全能刻印,32 24 0 24 24 75,179,3404,
40978,5,科穆宁专属全能刻印,26 23 0 23 21 68,161,3405,
40979,5,圣霆·雷伊专属全能刻印,33 25 0 25 25 77,185,3406,
40980,5,格劳恩斯专属全能刻印,33 28 0 28 26 75,190,3407,
40981,5,杰诺专属全能刻印,32 22 0 22 24 73,173,3408,
40982,5,三藏专属全能刻印,0 23 32 23 24 75,177,3409,
40983,5,索格迪亚专属全能刻印,0 25 30 25 22 70,172,3410,
40984,3,雷伊专属全能刻印,23 0 0 0 18 50,91,70 2394,
40985,5,阿什坎迪专属全能刻印,0 24 32 24 25 75,180,3411,
40986,5,风香专属全能刻印,0 25 28 25 22 75,175,3412,
40987,5,华尔琪专属全能刻印,28 23 0 23 24 62,160,3413,
40988,5,混沌魔君索伦森专属全能刻印,0 32 50 32 32 95,241,3414,
40989,5,邪骨龙女专属全能刻印,32 22 0 22 24 73,173,3415,
40990,5,辛西娅专属全能刻印,26 22 0 22 23 68,161,3416,
40991,5,华尔琪专属全能刻印S,28 23 0 23 24 62,160,3413,
40992,5,埃兰专属全能刻印,32 24 0 24 24 75,179,3417,
40993,5,大乔专属全能刻印,0 24 32 24 24 73,177,3418,
40994,5,蛮荒之息专属全能刻印,30 22 0 22 23 76,173,3419,
40995,5,梦·赫尔墨斯专属全能刻印,0 22 32 22 23 72,171,3420,
40996,5,圣灵之魂迈尔斯专属全能刻印,32 25 0 25 24 76,182,3421,
40997,2,衡·疾袭,77 0 0 0 31 0,108,,21
40998,2,衡·迅箭,0 0 77 0 31 0,108,,21
40999,2,衡·突围,0 73 0 0 32 0,105,,21
41000,2,衡·破咒,0 0 0 73 32 0,105,,21
41001,5,圣灵罪罚,50 35 0 35 35 80,235,,22
41002,5,圣芒闪空,35 35 0 35 40 90,235,,22
41003,5,圣威灵光,0 30 60 30 35 80,235,,22
41004,5,圣光普照,0 40 23 40 30 100,233,,22
41005,5,征战之地罚,40 26 0 26 29 80,201,,14
41006,5,征战之精华,0 27 40 27 23 96,213,,14
41007,5,征战之圣铠,0 37 27 37 24 85,210,,14
41008,5,蒂亚斯专属全能刻印,32 24 0 24 24 75,179,3422,
41009,5,鬼藏专属全能刻印,32 24 0 24 24 75,179,3423,
41010,5,拉奥里特专属全能刻印,30 23 0 23 24 72,172,3424,
41011,5,圣灵守护奥斯卡专属全能刻印,35 24 0 24 25 75,183,3425,
41012,5,拓弥丸专属全能刻印,32 25 0 25 25 72,179,3426,
41013,5,梵米莉专属全能刻印,32 21 0 21 24 75,173,3427,
41014,5,疾·阿洛纳斯专属全能刻印,0 23 31 23 26 70,173,3428,
41015,5,弗拉德专属全能刻印,32 22 0 22 24 72,172,3429,
41016,5,星域之魂专属全能刻印,0 25 32 25 26 78,186,3430,
41017,5,柯尔霍德专属全能刻印,34 27 0 27 26 76,190,3432,
41018,5,天父·奥丁专属全能刻印,32 24 0 24 25 75,180,3434,
41019,5,伊丽莎白专属全能刻印,28 23 0 23 24 62,160,3435,
41020,5,伊丽莎白专属全能刻印S,28 23 0 23 24 62,160,3435,
41021,5,伊诺美专属全能刻印,0 22 32 22 24 72,172,3436,
41022,5,圣灵谱尼专属全能刻印,0 30 40 30 32 85,217,5000,
41023,5,艾欧丽娅专属全能刻印,32 25 0 25 24 75,181,3437,
41024,5,空灵之刃专属全能刻印,30 23 0 23 24 73,173,3438,
41025,5,恐·阿瑞波斯专属全能刻印,32 23 0 23 25 70,173,3439,
41026,5,露薇专属全能刻印,0 24 32 24 22 73,175,3440,
41027,5,魔血剑姬专属全能刻印,32 22 0 22 24 73,173,3441,
41028,5,混沌埃兰专属全能刻印,35 24 0 24 25 75,183,3442,
41029,5,万神寂灭·克罗诺斯专属全能刻印,0 24 32 24 25 75,180,3443,
41030,5,伊芙莉专属全能刻印,0 22 30 22 23 70,167,3444,
41031,5,赫里斯专属全能刻印,0 22 30 22 23 70,167,3445,
41032,5,混沌蒂亚斯专属全能刻印,32 28 0 28 24 75,187,3446,
41033,5,炼狱刃龙兽专属全能刻印,33 25 0 23 26 75,182,3448,
41034,5,秘·莫迪西斯专属全能刻印,0 23 32 23 24 71,173,3451,
41035,5,威莉专属全能刻印,32 22 0 22 24 74,174,3452,
41036,5,布姆专属全能刻印,0 18 23 18 22 63,144,3453,
41037,5,关银屏专属全能刻印,32 24 0 24 24 73,177,3454,
41038,5,洛刹专属全能刻印,0 24 33 24 26 79,186,3455,
41039,5,亚尔娜专属全能刻印,32 22 0 22 24 72,172,3457,
41040,5,混沌诅咒,0 35 50 35 35 80,235,,23
41041,5,混沌初拥,30 35 0 35 35 100,235,,23
41042,5,魔君圣威,60 30 0 30 35 80,235,,23
41043,5,圣光斯嘉丽专属全能刻印,0 28 32 28 26 76,190,3456,
41044,5,赤渊之蛇·耶里梅斯专属全能刻印,32 24 0 24 25 75,180,3458,
41045,5,恩菲专属全能刻印,32 23 0 23 25 72,175,3459,
41046,5,幻境界皇专属全能刻印,0 23 32 23 24 72,174,3460,
41047,5,伶谣专属全能刻印,0 24 32 24 25 72,177,3461,
41048,5,哪吒专属全能刻印,32 24 0 24 24 72,176,3462,
41049,5,时空界皇专属全能刻印,0 23 32 23 24 72,174,3463,
41050,3,偃月之云,0 50 0 50 0 90,190,,24
41051,3,偃月之华,75 40 0 40 0 0,155,,24
41052,3,偃月之霜,0 40 75 40 0 0,155,,24
41053,3,偃月之光,0 60 0 60 32 0,152,,24
41054,5,混沌耶里梅斯专属全能刻印,32 25 0 25 25 78,185,3464,
41055,5,圣瞳缪斯专属全能刻印,0 25 35 25 25 75,185,3465,
41056,5,孙策专属全能刻印,32 25 0 25 24 78,184,3466,
41057,5,焚世之炎,55 35 0 35 28 87,240,,65
41058,5,不灭·艾恩斯专属全能刻印,34 26 0 26 25 79,190,3467,
41059,5,毒水妖灵专属全能刻印,0 21 32 21 24 74,172,3468,
41060,5,拉特雷奇专属全能刻印,29 23 0 23 23 62,160,3469,
41061,5,拉特雷奇专属全能刻印S,29 23 0 23 23 62,160,3469,
41062,5,万神之母·赫拉专属全能刻印,0 23 32 23 25 76,179,3470,
41063,5,幽美专属全能刻印,0 24 32 24 25 72,177,3471,
41064,5,愤怒之灵专属全能刻印,32 21 0 21 24 74,172,3472,
41065,5,尖啸风怪专属全能刻印,23 19 0 19 23 62,146,3473,
41066,5,牧魂祭司专属全能刻印,0 24 32 24 25 75,180,3474,
41067,5,战争恐魔专属全能刻印,0 22 32 22 24 72,172,3475,
41068,5,X博士奥古斯特专属全能刻印,0 26 34 26 26 78,190,3476,
41069,5,传奇忍王·壬无月专属全能刻印,32 24 0 24 25 75,180,3477,
41070,5,拉兹专属全能刻印,28 23 0 23 23 63,160,3478,
41071,5,拉兹专属全能刻印S,28 23 0 23 23 63,160,3478,
41072,5,龙香专属全能刻印,32 24 0 24 25 72,177,3479,
41073,5,普兰哈特专属全能刻印,0 18 22 18 19 60,137,3480,
41074,5,圣战盖亚专属全能刻印,35 25 0 25 26 79,190,3481,
41075,5,圣战瑞尔斯专属全能刻印,34 25 0 25 26 80,190,3482,
41076,5,锁魂领主专属全能刻印,24 19 0 19 22 62,146,3483,
41077,5,邪之灰烬,0 30 45 30 30 85,220,,12
41078,5,茵之不息,0 30 40 30 25 95,220,,12
41079,5,芳之无暇,0 30 42 30 28 90,220,,12
41080,5,古之磐礴,35 35 0 35 25 90,220,,12
41081,5,奥兰专属全能刻印,32 23 0 23 24 72,174,3484,
41082,5,玲灵专属全能刻印,0 24 32 24 25 72,177,3485,
41083,5,破灵箭神专属全能刻印,0 24 32 24 25 72,177,3486,
41084,5,希娅专属全能刻印,32 23 0 23 25 72,175,3487,
41085,5,阴灵魂姬专属全能刻印,32 24 0 24 25 76,181,3488,
41086,5,贝乌索专属全能刻印,32 23 0 23 25 72,175,3489,
41087,5,斗皇·苍穹破专属全能刻印,32 24 0 24 25 75,180,3490,
41088,5,梦天睡神·修普诺斯专属全能刻印,0 24 28 24 25 78,179,3491,
41089,5,冥王·断空烈专属全能刻印,32 24 0 24 25 75,180,3492,
41090,5,摩洛克专属全能刻印,25 20 0 20 23 65,153,3493,
41091,5,奥斯兰专属全能刻印,32 23 0 23 24 75,177,3494,
41092,5,巴鲁格专属全能刻印,32 24 0 24 25 72,177,3495,
41093,5,冥王·夜刃绝专属全能刻印,32 24 0 24 25 75,180,3496,
41094,5,破军战皇专属全能刻印,32 24 0 24 25 75,180,3497,
41095,5,天雪寒专属全能刻印,0 23 32 23 24 72,174,3498,
41096,5,月之女神狄安娜专属全能刻印,32 23 0 23 25 76,179,3499,
41097,5,埃摩蒂专属全能刻印,26 23 0 23 24 64,160,3500,
41098,5,埃摩蒂专属全能刻印S,26 23 0 23 24 64,160,3500,
41099,5,艾拉专属全能刻印,0 23 32 23 24 72,174,3501,
41100,5,黯穹影皇专属全能刻印,0 24 32 24 25 75,180,3502,
41101,5,昴秀专属全能刻印,32 23 0 23 25 72,175,3503,
41102,5,冥王·破天殇专属全能刻印,32 24 0 24 25 75,180,3504,
41103,5,擎天力神·海拉克斯专属全能刻印,30 25 0 25 24 75,179,3505,
41104,5,惊涛海皇·波塞冬专属全能刻印,32 24 0 24 25 75,180,3506,
41105,5,冥王·苍月影专属全能刻印,32 24 0 24 25 75,180,3507,
41106,5,苏璃专属全能刻印,0 24 32 24 25 72,177,3508,
41107,5,煊耀圣皇专属全能刻印,32 24 0 24 25 75,180,3510,
41108,5,帝皇之御专属全能刻印,0 23 28 23 25 78,177,3512,
41109,5,哈恩特专属全能刻印,26 23 0 23 24 64,160,3513,
41110,5,弑神猎皇专属全能刻印,0 24 32 24 25 75,180,3514,
41111,5,玄冥魂者·奥斯兰专属全能刻印,32 24 0 24 25 75,180,3515,
41112,5,V8-01,47 27 0 27 41 82,224,,25
41113,5,V8-02,0 27 47 27 41 82,224,,25
41114,5,V8-03,62 27 0 27 30 79,225,,25
41115,5,V8-04,0 27 62 27 30 79,225,,25
41116,5,V8-05,42 31 0 31 26 115,245,,25
41117,5,V8-06,0 31 42 31 26 115,245,,25
41118,5,V8-07,25 45 0 45 27 90,232,,25
41119,5,V8-08,0 45 25 45 27 90,232,,25
41120,5,安妮薇专属全能刻印,0 23 32 23 24 72,174,3511,
41121,5,混沌地王莱茵哈特专属全能刻印,30 28 0 28 25 79,190,3516,
41122,5,霍夫曼专属全能刻印,28 25 0 25 22 76,176,3517,
41123,5,斯摩亚蒂斯专属全能刻印,0 25 30 25 27 78,185,3518,
41124,5,沙悟净专属全能刻印,28 25 0 25 22 76,176,3519,
41125,5,智慧女神·雅典娜专属全能刻印,0 24 32 24 25 75,180,3520,
41126,5,拜斯专属全能刻印,28 21 0 21 26 64,160,3521,
41127,5,拜斯专属全能刻印S,28 21 0 21 26 64,160,3521,
41128,5,暴君史莱姆专属全能刻印,30 25 0 25 25 75,180,3522,
41129,5,派吉恩专属全能刻印,0 20 22 20 22 64,148,3523,
41130,5,乔列尼德专属全能刻印,32 26 0 26 26 80,190,3524,
41131,5,天羽专属全能刻印,0 23 32 23 25 72,175,3525,
41132,5,奥古罗尔专属全能刻印,0 22 28 22 24 68,164,3526,
41133,5,珀拉专属全能刻印,24 20 0 20 23 64,151,3527,
41134,5,鬼才司马懿专属全能刻印,0 24 32 24 25 75,180,3528,
41135,5,幻世·海瑟薇专属全能刻印,0 26 36 26 26 76,190,3529,
41136,5,米琪柚柚专属全能刻印,30 25 0 25 24 74,178,3530,
41137,5,塔拉加姆专属全能刻印,32 23 0 23 26 75,179,3531,
41138,5,堕落泰坦专属全能刻印,30 30 0 30 30 100,220,3532,
41139,5,风凌雪专属全能刻印,0 24 30 24 25 72,175,3533,
41140,5,玛洛恩专属全能刻印,0 24 32 24 25 76,181,3534,
41141,5,塔兰度斯专属全能刻印,28 22 0 22 24 60,156,3535,
41142,5,暗之龙裔·索兰特专属全能刻印,0 24 32 24 25 75,180,3536,
41143,5,奥兹专属全能刻印,0 24 30 24 25 72,175,3537,
41144,5,丹尼专属全能刻印,26 23 0 23 24 66,162,3538,
41145,5,混沌·布莱克专属全能刻印,32 26 0 26 28 78,190,3539,
41146,5,鲁肃专属全能刻印,0 24 28 24 26 75,177,3540,
41147,5,魔灵王·斯摩亚蒂全能刻印,0 25 35 25 30 85,200,3541,
41151,5,创世圣魂专属全能刻印,30 26 0 26 25 78,185,3545,
41152,5,艾尔瑞兹专属全能刻印,0 24 28 24 24 72,172,3546,
41153,5,恐魇·逆势麒麟专属全能刻印,35 24 0 24 25 72,180,3547,
41154,5,凛锋剑侠专属全能刻印,32 24 0 24 24 75,179,3548,
41155,5,灵天圣君·萨尔蒙专属全能刻印,35 30 0 30 25 90,210,3549,
41156,5,天启帝君专属全能刻印,54 30 0 30 36 80,230,3550,
41157,5,无妙专属全能刻印,30 21 0 21 25 78,175,3551,
41158,5,烟罗专属全能刻印,0 26 35 26 26 72,185,3552,
41159,5,沦之幽罹,48 30 0 30 32 80,220,,62
41160,5,艾尔瑞兹专属全能刻印S,0 24 28 24 24 72,172,3546,
41161,5,嫦娥专属全能刻印,0 24 28 24 24 72,172,3553,
41162,5,风殇影翼·飞镰专属全能刻印,35 26 0 26 26 76,189,3554,
